marca,modelo,año,kilometraje,version,transmision,precio (MXN),ubicacion
Audi,Q2,2019,45542,1.4 35 DYNAMIC DCT,Automático,350999,Ciudad de México
Volvo,XC40,2022,16000,2.0 T4 MOMENTUM AUTO,Automático,563999,Ciudad de México
Mazda,Mazda 3,2021,28350,2.5 I GRAND TOURING AUTO,Automático,332999,Ciudad de México
Toyota,Sienna,2019,74573,3.5 LIMITED AUTO,Automático,504999,Ciudad de México
Mazda,CX-30,2021,26608,2.5 I GRAND TOURING AUTO,Automático,403999,Ciudad de México
Ford,Bronco Sport,2021,50829,2.0 BADLANDS AUTO 4WD,Automático,510999,Ciudad de México
Suzuki,Jimny,2022,21053,1.5 GLX AUTO 4WD VERDE OBSESION,Automático,394999,Guadalajara
Chevrolet,Beat,2018,134656,1.2 LT B,Manual,149999,Ciudad de México
Mercedes Benz,Clase A,2020,33216,1.3 A 200 SPORT DCT,Automático,543999,Guadalajara
Ford,EcoSport,2018,71777,2.0 TREND AUTO,Automático,212999,Ciudad de México
Kia,Rio,2021,59134,1.6 LX,Manual,240999,Ciudad de México
Volkswagen,Tiguan,2018,61891,2.0 HIGHLINE DCT,Automático,369999,Guadalajara
Seat,Ibiza,2021,37812,1.6 REFERENCE,Manual,230999,Ciudad de México
Nissan,Sentra,2019,51000,1.6 NISMO,Manual,283999,Guadalajara
Kia,FORTE,2020,60534,2.0 LX,Manual,229999,Ciudad de México
Nissan,Versa,2012,114079,1.6 SENSE TA AC,Automático,131999,Cuernavaca
Kia,Sorento,2021,14011,2.5 EX PACK AUTO,Automático,492999,Ciudad de México
Kia,K3,2024,14146,2.0 GT LINE AUTO,Automático,388999,Querétaro
Bmw,Serie 1,2015,95562,1.6 118IA,Automático,207999,Ciudad de México
Honda,City,2018,40000,1.5 LX CVT,Automático,222999,Ciudad de México
Mercedes Benz,Clase CLA,2016,47473,2.0 CLA 250 CGI SPORT S/TECHO PAN AT,Automático,345999,Ciudad de México
Chevrolet,Sonic,2014,83454,1.4 MT H RS TURBO,Manual,147999,Querétaro
Volkswagen,Vento,2015,57315,1.6 HIGHLINE TIPTRONIC,Automático,167999,Ciudad de México
Ford,Escape,2014,87000,2.5 S PLUS I4 AT,Automático,172999,Ciudad de México
Toyota,Highlander,2017,103542,3.5 XLE,Automático,331999,Ciudad de México
Mercedes Benz,Clase A,2020,25470,1.3 A 200 SPORT DCT,Automático,497999,Ciudad de México
Kia,FORTE,2020,71516,2.0 GT LINE IVT,Automático,272999,Querétaro
Chevrolet,Sonic,2017,65293,1.6 AT E LT,Automático,168999,Ciudad de México
Ford,Focus,2015,42653,2.0 TITANIUM PLUS AT,Automático,176999,Ciudad de México
Volkswagen,Polo,2017,68206,1.8 TSI DSG GTI,Automático,266999,Ciudad de México
Seat,Ibiza,2019,70177,1.6 FR,Manual,257999,Ciudad de México
Volkswagen,Vento,2018,98000,1.6 HIGHLINE STD.,Manual,195999,Ciudad de México
Seat,Ibiza,2020,60080,1.6 XCELLENCE AUTO,Automático,247999,Guadalajara
Honda,Civic,2018,79527,1.5 TOURING,Automático,300999,Ciudad de México
Kia,Rio,2021,44000,1.6 L AUTO,Automático,224999,Ciudad de México
Mazda,Mazda 3,2019,31744,2.5 I SEDAN,Manual,278999,Ciudad de México
Bmw,X1,2015,120000,2.0 SDRIVE 20IA X LINE,Automático,212999,Puebla
Mazda,Mazda 3,2021,64300,2.5 I GRAND TOURING AUTO,Automático,285999,Ciudad de México
Chevrolet,Sonic,2016,124000,1.6 MT J LT,Manual,120999,Guadalajara
Hyundai,Creta,2022,34194,1.5 GLS IVT,Automático,318999,Ciudad de México
Honda,CR-V,2023,21000,1.5 TURBO CVT,Automático,625999,Ciudad de México
Land Rover,Discovery Sport,2018,88000,2.0 HSE LUXURY AUTO 4WD,Automático,367999,Ciudad de México
Mazda,CX-5,2019,93000,2.0 I AUTO 2WD,Automático,280999,Ciudad de México
Mini,Cooper,2013,128588,1.6 COOPER SALT AT,Automático,170999,Ciudad de México
Mazda,Mazda 2,2023,13021,1.5 I SPORT SEDAN,Manual,265999,Ciudad de México
Toyota,Corolla,2016,73439,1.8 BASE CVT,Automático,205999,Ciudad de México
Porsche,Macan,2016,60472,3.0 V6 S,Automático,568999,Ciudad de México
Chevrolet,Equinox,2016,102225,2.4 LT E AUTO,Automático,197999,Guadalajara
Bmw,Serie 1,2021,37999,1.5 118I DCT,Automático,433999,Ciudad de México
Toyota,RAV4,2019,86493,2.5 ADVENTURE AWD AUTO,Automático,400999,Ciudad de México
Mercedes Benz,Clase C,2018,58000,2.0 C 200 AUTO,Automático,412999,Ciudad de México
Volkswagen,Polo,2020,66823,1.6 STARTLINE AUTO,Automático,197999,Guadalajara
Nissan,X-Trail,2018,58074,2.5 SENSE 2 ROW AUTO,Automático,265999,Ciudad de México
Mazda,Mazda 3,2019,77497,2.5 I GRAND TOURING HATCHBACK AUTO,Automático,300999,Ciudad de México
Baic,X65,2018,89002,2.0 COMFORT AUTO,Automático,185999,Querétaro
Volkswagen,Beetle,2014,103359,2.5 SPORT TIPTRONIC,Automático,191999,Guadalajara
Nissan,Versa,2018,95666,1.6 DRIVE,Manual,148999,Querétaro
Kia,FORTE,2017,85290,2.0 SX AT,Automático,197999,Guadalajara
Mazda,MX-5,2020,45000,2.0 I GRAND TOURING AT,Automático,363999,Guadalajara
Volkswagen,Jetta,2014,106000,2.5 TRENDLINE AT,Automático,193999,Ciudad de México
Ford,Focus,2014,100280,2.0 SE AT,Automático,138999,Ciudad de México
Chevrolet,Beat,2019,73413,1.2 LT B MT,Manual,159999,Querétaro
Hyundai,Creta,2018,85129,1.6 GLS AUTO,Automático,207999,Querétaro
Volkswagen,Gol,2015,112612,1.6 GT MT,Manual,141999,Ciudad de México
Chevrolet,Aveo,2020,55681,1.5 LS A,Manual,184999,Ciudad de México
Peugeot,208,2017,86301,1.6 ALLURE HDI FLN MT,Manual,152999,Ciudad de México
Seat,Leon,2020,70608,1.4 STYLE 150HP DCT,Automático,256999,Guadalajara
Volkswagen,Jetta,2016,69000,2.5 TRENDLINE TIP.,Automático,188999,Monterrey
Toyota,Camry,2016,81000,3.5 XSE V6 6AT,Automático,208999,Querétaro
Mercedes Benz,Clase CLA,2019,48032,2.0 CLA 250 SPORT DCT,Automático,427999,Guadalajara
Mg,RX5,2024,10574,1.5 ELEGANCE DCT,Automático,394999,Ciudad de México
Renault,Kwid,2023,23600,1.0 OUTSIDER,Manual,204999,Ciudad de México
Volkswagen,Tiguan,2022,59849,1.4 R-LINE DCT,Automático,457999,Ciudad de México
Fiat,500,2013,102698,1.4 SPORT TURBO MT,Manual,132999,Ciudad de México
Mercedes Benz,Clase CLA,2017,66293,1.6 CLA 200 CGI SPORT AT,Automático,326999,Ciudad de México
Kia,Optima,2016,83535,2.4 GDI EX AT,Automático,189999,Ciudad de México
Chevrolet,Onix,2023,18000,1.0 PREMIER REDLINE E AUTO,Automático,279999,Ciudad de México
Mazda,Mazda 3,2020,70230,2.5 I SPORT AUTO,Automático,284999,Ciudad de México
Cupra,Ateca,2020,46868,2.0 TSI DCT 4WD,Automático,403999,Ciudad de México
Audi,Q2,2019,46076,1.4 35 DYNAMIC DCT,Automático,345999,Ciudad de México
Toyota,RAV4,2013,122342,2.5 LIMITED AT,Automático,225999,Ciudad de México
Mercedes Benz,Clase M,2013,127442,3.5 ML 350 CGI SPORT AMG AT,Automático,231999,Monterrey
Honda,Civic,2014,151970,1.8 EX AT 4DRS,Automático,188999,Ciudad de México
Honda,Accord,2010,119435,2.4 EX L4 AT,Automático,150999,Ciudad de México
Cupra,Formentor,2022,21000,2.0 TSI MID 190HP DCT,Automático,475999,Guadalajara
Kia,Soul,2020,44708,2.0 EX IVT AUTO,Automático,263999,Ciudad de México
Audi,A3,2018,109445,2.0 S LINE DCT,Automático,314999,Ciudad de México
Baic,X65,2019,43207,2.0 COMFORT AUTO,Automático,222999,Querétaro
Nissan,Versa,2018,82761,1.6 ADVANCE AUTO,Automático,194999,Guadalajara
Hyundai,Creta,2018,70467,1.6 LIMITED AUTO,Automático,250999,Guadalajara
Volkswagen,Beetle,2018,47266,2.5 SPORTLINE TIPTRONIC,Automático,289999,Ciudad de México
Nissan,Versa,2020,40000,1.6 ADVANCE,Manual,233999,Guadalajara
Dodge,Attitude,2016,115241,1.2 SE AT,Automático,124999,Ciudad de México
Bmw,Serie 3,2020,53093,2.0 320IA EXECUTIVE AUTO,Automático,424999,Monterrey
Honda,City,2020,65172,1.5 LX CVT,Automático,231999,Ciudad de México
Nissan,Kicks,2023,18886,1.6 EXCLUSIVE LTS XTRONIC,Automático,371999,Cuernavaca
Volkswagen,Jetta,2017,65000,2.5 SPORTLINE TIP.,Automático,238999,Ciudad de México
Honda,Civic,2020,60250,1.5 TURBO PLUS CVT,Automático,326999,Ciudad de México
Jeep,Renegade,2017,57366,1.8 LATITUDE AUTO,Automático,255999,Querétaro
Toyota,Sienna,2022,31124,2.5 HEV XLE PIEL AUTO,Automático,851999,Ciudad de México
Tesla,Model Y,2021,17412,BEV 75KWH LONG RANGE AUTO 4WD,Automático,690999,Ciudad de México
Mazda,CX-5,2019,49327,2.5 I GRAND TOURING AUTO 2WD,Automático,347999,Ciudad de México
Kia,Rio,2018,119521,1.6 EX PACK AUTO,Automático,202999,Ciudad de México
Toyota,Prius,2022,28594,1.8 HEV BASE AUTO,Automático,365999,Ciudad de México
Volkswagen,Golf,2019,75160,1.4 HIGHLINE DCT,Automático,317999,Puebla
Mercedes Benz,Clase C,2012,73544,1.8 C 180 CGI AT,Automático,169999,Ciudad de México
Chevrolet,Trax,2017,87477,1.8 B LT AT,Automático,201999,Guadalajara
Mercedes Benz,Clase GLA,2020,32000,1.6 GLA 200 DCT,Automático,399999,Ciudad de México
Chevrolet,Sonic,2016,95065,1.6 AT F LTZ,Automático,143999,Ciudad de México
Nissan,Sentra,2017,74542,1.6 SR TURBO,Manual,229999,Ciudad de México
Volkswagen,Jetta,2018,100300,2.5 TRENDLINE TIP.,Automático,215999,Querétaro
Kia,Sportage,2017,74000,2.0 LX AT,Automático,257999,Ciudad de México
Audi,A4,2013,128316,2.0 TFSI TRENDY PLUS MULTITRONIC,Automático,177999,Monterrey
Mercedes Benz,Clase E,2018,100209,2.0 E 300 AUTO,Automático,481999,Monterrey
Lincoln,MKZ,2017,70243,2.0 SELECT AT,Automático,281999,Ciudad de México
Mitsubishi,Outlander,2016,57551,2.4 LIMITED,Automático,253999,Ciudad de México
Toyota,Avanza,2018,78109,1.5 CARGO MT,Manual,211999,Ciudad de México
Peugeot,301,2015,67000,1.6 ACTIVE TIPTRONIC,Automático,129999,Ciudad de México
Buick,Encore,2016,75726,1.4 AUTO CXL L PREMIUM,Automático,207999,Monterrey
Chevrolet,Sonic,2017,62660,1.6 AT F PREMIER,Automático,187999,Ciudad de México
Volvo,XC40,2021,67000,2.0 T5 R-DESIGN AUTO AWD,Automático,456999,Ciudad de México
Chevrolet,Aveo,2020,75338,1.5 LS A,Manual,172999,Ciudad de México
Nissan,Kicks,2024,10000,1.2 HEV E-POWER PLATINUM AUTO,Automático,465999,Ciudad de México
Chevrolet,Sonic,2014,105564,1.6 AT E LT,Automático,114999,Querétaro
Seat,Leon,2018,61316,1.8 SC FR DCT,Automático,283999,Guadalajara
Renault,Oroch,2019,102000,2.0 OUTSIDER AUTO,Automático,209999,Monterrey
Toyota,Hilux,2019,124524,2.7 DOBLE CABINA BASE (D-CAB BASE),Manual,314999,Querétaro
Jeep,Grand Cherokee,2021,28000,3.6 LAREDO AUTO,Automático,510999,Ciudad de México
Kia,Sportage,2018,41020,2.0 LX AUTO,Automático,287999,Ciudad de México
Volkswagen,Tiguan,2020,34882,1.4 COMFORTLINE 3 FILA DCT,Automático,381999,Ciudad de México
Nissan,Sentra,2021,38327,2.0 SENSE,Manual,258999,Ciudad de México
Peugeot,208,2018,63143,1.6 ALLURE HDI FLN,Manual,162999,Ciudad de México
Jeep,Grand Cherokee,2016,91092,3.6 LIMITED V6 4X2 20,Automático,306999,Ciudad de México
Jeep,Wrangler,2018,78419,3.6 JK SAHARA 4X4 ATX,Automático,524999,Querétaro
Nissan,Versa,2020,45785,1.6 ADVANCE CVT,Automático,231999,Ciudad de México
Mg,One,2024,10661,1.5 EXCITE CVT,Automático,389999,Monterrey
Nissan,Sentra,2017,64129,1.8 SENSE MT,Manual,176999,Ciudad de México
Ram,Ram 1500,2020,48000,5.7 HEMI SPORT CREW CAB 4X4 V8 6AT,Automático,542999,Ciudad de México
Mazda,CX-5,2021,33616,2.5 I SPORT AUTO,Automático,366999,Ciudad de México
Seat,Leon,2021,40181,1.4 FR AUTO,Automático,390999,Cuernavaca
Suzuki,Swift,2023,22630,1.4 BOOSTERJET SPORT,Manual,325999,Puebla
Cupra,Formentor,2022,18000,2.0 TSI MID 190HP DCT,Automático,515999,Puebla
Volkswagen,Gol,2017,96516,1.6 5 PTAS. TRENDLINE,Manual,153999,Monterrey
Volkswagen,Gol,2020,59208,1.6 5 PTAS. TRENDLINE,Manual,190999,Ciudad de México
Nissan,Kicks,2017,72796,1.6 ADVANCE LTS CVT A/C,Automático,191999,Monterrey
Suzuki,Jimny,2022,30328,1.5 GLX AUTO 4WD,Automático,398999,Guadalajara
Chevrolet,Spark,2020,25750,1.4 LT B,Manual,194999,Ciudad de México
Volkswagen,Vento,2021,42000,1.6 COMFORTLINE PLUS AUTO,Automático,243999,Ciudad de México
Mazda,Mazda 3,2020,41430,2.5 I SPORT AUTO,Automático,286999,Puebla
Nissan,Sentra,2018,90548,1.8 ADVANCE,Manual,205999,Ciudad de México
Acura,RDX,2018,57845,3.5 AWD AT,Automático,352999,Ciudad de México
Bmw,X1,2019,52000,1.5 SDRIVE18IA EXECUTIVE DCT,Automático,342999,Ciudad de México
Bmw,X3,2019,68642,2.0 XDRIVE30IA X LINE AUTO 4WD,Automático,510999,Ciudad de México
Kia,Sportage,2016,74532,2.4 SXL AT,Automático,271999,Ciudad de México
Suzuki,Vitara,2017,61066,1.6 GLS AT,Automático,229999,Querétaro
Mg,Zs,2022,22640,1.5 EXCITE AUTO,Automático,268999,Ciudad de México
Honda,BR-V,2022,29420,1.5 PRIME CVT,Automático,346999,Ciudad de México
Hyundai,Tucson,2019,59732,2.0 GLS PREMIUM AUTO,Automático,276999,Ciudad de México
Bmw,X1,2019,56762,1.5 SDRIVE18IA EXECUTIVE DCT,Automático,335999,Ciudad de México
Bmw,X1,2022,30193,2.0 SDRIVE20I DCT,Automático,528999,Ciudad de México
Nissan,X-Trail,2018,82528,2.5 SENSE 2 ROW AUTO,Automático,260999,Querétaro
Volkswagen,Tiguan,2021,46214,1.4 TRENDLINE PLUS DCT,Automático,354999,Ciudad de México
Renault,Logan,2019,42287,1.6 INTENS MT,Manual,174999,Ciudad de México
Volkswagen,Vento,2021,37000,1.6 COMFORTLINE PLUS,Manual,246999,Puebla
Infiniti,QX60,2020,43702,2.5 HYBRID AUTO 4WD,Automático,486999,Guadalajara
Kia,Optima,2018,92870,2.4 EX AUTO,Automático,238999,Ciudad de México
Mercedes Benz,Clase E,2017,43000,2.0 E 200 CGI AVANTGARDE,Automático,425999,Ciudad de México
Mg,GT,2023,5464,1.5 EXCITE DCT,Automático,314999,Ciudad de México
Hyundai,Accent,2018,80596,1.6 GLS AUTO,Automático,203999,Monterrey
Kia,FORTE,2020,56067,2.0 EX IVT,Automático,268999,Guadalajara
Audi,A1,2018,58504,1.4 SB COOL DCT,Automático,272999,Guadalajara
Mini,Cooper S,2020,43487,2.0 COOPER S SALT,Manual,333999,Ciudad de México
Volkswagen,Gol,2020,35179,1.6 5 PTAS. TRENDLINE,Manual,200999,Ciudad de México
Chevrolet,Onix,2023,10270,1.0 LT D AUTO,Automático,284999,Puebla
Peugeot,301,2018,79256,1.6 ALLURE AT 6VEL,Automático,171999,Monterrey
Chevrolet,Cavalier,2021,38465,1.5 LS A,Manual,237999,Ciudad de México
Nissan,Sentra,2020,24000,2.0 EXCLUSIVE AUTO,Automático,314999,Ciudad de México
Kia,Sportage,2018,97269,2.4 SXL AUTO,Automático,294999,Ciudad de México
Kia,Niro,2020,46364,1.6 EX DCT,Automático,347999,Ciudad de México
Suzuki,Vitara,2018,62338,1.6 GLS,Manual,240999,Ciudad de México
Kia,Seltos,2021,51000,1.4 GT LINE DCT,Automático,352999,Ciudad de México
Chevrolet,Suburban,2015,71411,5.3 D LTZ AT 4WD,Automático,506999,Cuernavaca
Mg,Zs,2021,42600,1.5 STYLE AUTO,Automático,235999,Ciudad de México
Chevrolet,Trax,2016,97708,1.8 A LS MT,Manual,182999,Cuernavaca
Honda,Pilot,2021,32147,3.5 TOURING AUTO,Automático,611999,Ciudad de México
Renault,Stepway,2020,54140,1.6 INTENS CVT,Automático,200999,Querétaro
Seat,Ibiza,2021,35604,1.6 STYLE AUTO,Automático,272999,Ciudad de México
Suzuki,Swift,2019,35274,1.0 BOOSTERJET,Manual,238999,Ciudad de México
Nissan,Kicks,2018,67605,1.6 ADVANCE LTS CVT,Automático,243999,Ciudad de México
Kia,Rio,2018,49096,1.6 EX AUTO,Automático,223999,Monterrey
Mini,Cooper,2018,29382,1.5 COOPER CHILI AUTO,Automático,292999,Ciudad de México
Nissan,March,2018,40269,1.6 ADVANCE DUO AUTO,Automático,184999,Ciudad de México
Mazda,Mazda 2,2017,57000,1.5 I GRAND TOURING TA,Automático,210999,Ciudad de México
Seat,Ibiza,2020,57141,1.6 XCELLENCE AUTO,Automático,259999,Ciudad de México
Volkswagen,Vento,2021,33869,1.6 STARTLINE AUTO,Automático,225999,Ciudad de México
Jac,J7,2022,30669,1.5 QUANTUM CVT,Automático,269999,Ciudad de México
Chevrolet,Onix,2023,16640,1.0 PREMIER REDLINE E AUTO,Automático,291999,Querétaro
Chevrolet,Cavalier,2019,47799,1.5 LT B AUTO,Automático,203999,Ciudad de México
Mitsubishi,Outlander,2021,24789,2.4 PHEV LIMITED AUTO 4WD,Automático,513999,Ciudad de México
Kia,Soul,2019,98000,2.0 EX PACK AUTO,Automático,235999,Ciudad de México
Kia,Niro,2020,53713,1.6 EX DCT,Automático,371999,Querétaro
Jac,SEI7,2019,54808,2.0T QUANTUM DCT,Automático,263999,Ciudad de México
Dodge,Grand Caravan,2018,63606,3.6 SXT +,Automático,264999,Monterrey
Lincoln,MKC,2017,52391,2.3 RESERVE AWD AT,Automático,324999,Guadalajara
Audi,Q5,2016,78851,2.0 TFSI ELITE TIPTRONIC QUATTRO,Automático,304999,Ciudad de México
Honda,HR-V,2018,73850,1.8 EPIC CVT,Automático,259999,Ciudad de México
Hyundai,Tucson,2017,69648,2.0 GLS AT,Automático,244999,Ciudad de México
Toyota,Highlander,2019,99175,3.5 LE AUTO,Automático,351999,Ciudad de México
Kia,Sportage,2018,71620,2.0 EX PACK AUTO,Automático,301999,Ciudad de México
Kia,FORTE,2020,94075,2.0 LX,Manual,216999,Monterrey
Audi,A3,2020,33474,1.4 35 TFSI DYNAMIC DCT,Automático,364999,Guadalajara
Audi,A5,2018,33386,2.0 SB SELECT DCT,Automático,425999,Ciudad de México
Mazda,MX-5,2019,65000,2.0 I SPORT MT,Manual,303999,Ciudad de México
Volkswagen,Polo,2018,85781,1.6 STARTLINE STD.,Manual,186999,Ciudad de México
Peugeot,Partner Tepee,2017,84411,1.6 HDI TURBO TEPEE 7 PASAJEROS MT,Manual,211999,Monterrey
Kia,FORTE,2021,46536,2.0 LX IVT,Automático,257999,Monterrey
Renault,Stepway,2020,27220,1.6 INTENS MT,Manual,207999,Ciudad de México
Mini,Cooper S,2021,13547,2.0 COOPER S SALT DCT,Automático,399999,Ciudad de México
Mini,Cooper S,2024,4874,2.0 COOPER S CLASSIC DCT,Automático,592999,Cuernavaca
Kia,FORTE,2019,46226,2.0 EX,Manual,244999,Ciudad de México
Suzuki,Ignis,2023,13886,1.2 GLX,Manual,244999,Monterrey
Suzuki,Swift,2022,38681,1.2 GLX CVT,Automático,274999,Querétaro
Kia,FORTE,2020,46153,2.0 EX IVT,Automático,264999,Ciudad de México
Audi,A1,2018,57054,1.4 SB COOL DCT,Automático,253999,Ciudad de México
Kia,Rio,2021,47693,1.6 EX AUTO,Automático,251999,Cuernavaca
Suzuki,Ignis,2024,18094,1.2 GLX CVT,Automático,274999,Monterrey
Nissan,March,2020,14165,1.6 SENSE AUTO,Automático,188999,Monterrey
Chevrolet,Aveo,2021,43136,1.5 LT C,Manual,201999,Ciudad de México
Chevrolet,Beat,2020,61319,1.2 LTZ C,Manual,189999,Ciudad de México
Hyundai,Ioniq,2020,35530,1.6 HYBRID GLS PREMIUM DCT,Automático,313999,Ciudad de México
Mercedes Benz,Clase C,2017,77381,2.0 C 200 CGI SPORT AT,Automático,322999,Ciudad de México
Mazda,CX-5,2016,85000,2.5 S GRAND TOURING 2WD AT,Automático,274999,Guadalajara
Chevrolet,Cavalier,2022,22714,1.3 RS AUTO,Automático,270999,Ciudad de México
Toyota,Yaris,2020,89232,1.5 S AUTO,Automático,234999,Ciudad de México
Chevrolet,Trax,2020,23000,1.8 LT B AUTO,Automático,267999,Puebla
Kia,Niro,2018,69276,1.6 EX DCT,Automático,283999,Cuernavaca
Suzuki,Vitara,2019,80047,1.6 GLS AUTO,Automático,256999,Ciudad de México
Kia,Soul,2019,46869,1.6 LX,Manual,212999,Guadalajara
Peugeot,5008,2020,62400,1.6 GT LINE AUTO,Automático,353999,Ciudad de México
Bmw,X1,2022,31541,2.0 SDRIVE20I DCT,Automático,534999,Ciudad de México
Kia,Sorento,2017,105237,3.3 EX AT,Automático,250999,Guadalajara
Bmw,X5,2013,114654,3.0 XDRIVE35I A EDITION SPORT,Automático,234999,Ciudad de México
Porsche,Cayenne,2017,93034,3.6 GTS,Automático,749999,Monterrey
Chevrolet,Trax,2018,82488,1.8 A LS,Manual,191999,Ciudad de México
Honda,CR-V,2017,49185,1.5 TURBO PLUS,Automático,322999,Monterrey
Ram,Ram 700,2024,7728,1.3 SLT REGULAR CAB,Manual,302999,Ciudad de México
Dodge,Attitude,2019,68623,1.2 SXT MT,Manual,185999,Ciudad de México
Chevrolet,Onix,2021,65000,1.0 LT D AUTO,Automático,211999,Ciudad de México
Chevrolet,Cruze,2017,53843,1.4 LS B TURBO AT,Automático,185999,Ciudad de México
Hyundai,HB20,2023,10312,1.6 GLS AUTO,Automático,330999,Ciudad de México
Audi,A3,2019,74313,1.4 35 SELECT DCT,Automático,281999,Monterrey
Mazda,CX-5,2021,31787,2.5 I GRAND TOURING AUTO,Automático,394999,Ciudad de México
Seat,Arona,2020,53705,1.6 XCELLENCE AUTO,Automático,288999,Ciudad de México
Chrysler,Pacifica,2021,50210,3.6 LIMITED PLATINUM AUTO,Automático,603999,Ciudad de México
Kia,Sorento,2019,43623,2.4 LX AUTO,Automático,292999,Ciudad de México
Chirey,Tiggo 4 Pro,2023,28000,1.5 PREMIUM CVT,Automático,314999,Ciudad de México
Hyundai,Tucson,2022,24220,2.5 LIMITED TECH AUTO,Automático,485999,Ciudad de México
Ford,Territory,2023,16042,1.8 ECOBOOST AMBIENTE AUTO,Automático,440999,Guadalajara
Hyundai,Santa Fe,2019,44473,2.0 GLS,Automático,359999,Ciudad de México
Jeep,Renegade,2021,28851,1.8 LATITUDE AUTO,Automático,326999,Ciudad de México
Infiniti,QX60,2021,44400,2.5 HYBRID X-TRONIC AWD,Automático,526999,Guadalajara
Mazda,CX-5,2022,32061,2.5 S GRAND TOURING AUTO,Automático,436999,Ciudad de México
Bmw,X3,2021,36150,2.0 SDRIVE20I AUTO,Automático,595999,Guadalajara
Ford,Territory,2024,10259,1.8 ECOBOOST TITANIUM AUTO,Automático,589999,Guadalajara
Volkswagen,Tiguan,2018,50404,1.4 COMFORTLINE PIEL DCT,Automático,321999,Ciudad de México
Mazda,CX-5,2019,38355,2.0 I AUTO 2WD,Automático,320999,Ciudad de México
Ford,EcoSport,2016,74456,2.0 TREND AT,Automático,199999,Ciudad de México
Mazda,CX-3,2019,54792,2.0 I GRAND TOURING 2WD AT,Automático,290999,Ciudad de México
Seat,Tarraco,2023,15000,1.4 TSI FR DCT,Automático,547999,Ciudad de México
Mazda,Mazda 2,2019,54204,1.5 I GRAND TOURING AUTO,Automático,240999,Ciudad de México
Volkswagen,Polo,2021,28109,1.6 STARTLINE AUTO,Automático,239999,Ciudad de México
Mini,Cooper S,2018,20250,2.0 COOPER S CHILI AUTO,Automático,314999,Ciudad de México
Chevrolet,Spark,2019,82204,1.4 LT CVT F,Automático,173999,Ciudad de México
Ram,Ram 2500,2017,70892,5.7 LARAMIE CREW CAB 4X4 V8 8AT,Automático,509999,Guadalajara
Lincoln,MKZ,2018,52020,3.0 RESERVE AUTO,Automático,357999,Monterrey
Mercedes Benz,Clase E,2014,63189,3.0 E 400 CGI SPORT AT,Automático,327999,Ciudad de México
Jac,SEI6 PRO,2023,28189,1.5 LIMITED DCT,Automático,317999,Guadalajara
Mazda,Mazda 3,2022,27198,2.5 I AUTO,Automático,308999,Ciudad de México
Volkswagen,Jetta,2019,66697,1.4 TRENDLINE AUTO,Automático,265999,Ciudad de México
